date,code,title,price,market_cap,number_of_investors,number_of_shares
2021-12-28,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.760112,94263511.98,2313.0,53555398.0
2021-12-28,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.243111,78403477.48,2175.0,63070353.0
2021-12-29,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.125041,1017995750.49,3466.0,904852461.0
2021-12-29,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.300076,85122586.57,2195.0,65475061.0
2021-12-29,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.761436,65036151.5,1700.0,23551569.0
2021-12-29,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.73617,97187655.39,2338.0,55978186.0
2021-12-30,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.772995,105888157.87,2340.0,59722752.0
2021-12-30,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.83658,68086394.73,1717.0,24002988.0
2021-12-30,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.125446,1011022531.47,3412.0,898330387.0
2021-12-30,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.337219,88356644.15,2242.0,66074928.0
2021-12-31,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.754971,103642306.2,2336.0,59056435.0
2021-12-31,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.98831,72966512.41,1733.0,24417316.0
2021-12-31,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.125854,967477701.16,3377.0,859328166.0
2021-12-31,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.400685,98134885.91,2283.0,70062046.0
2022-01-03,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.127124,972542923.04,3412.0,862853367.0
2022-01-03,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.440761,102155026.89,2331.0,70903527.0
2022-01-03,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.777111,103207304.22,2334.0,58075895.0
2022-01-03,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.077614,76011668.85,1739.0,24698243.0
2022-01-04,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.127532,978887926.43,3401.0,868168675.0
2022-01-04,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.474686,104380751.34,2378.0,70781700.0
2022-01-04,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.130824,77570682.73,1754.0,24776444.0
2022-01-04,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.81554,105521898.22,2341.0,58121510.0
2022-01-05,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.043362,75379280.33,1771.0,24768428.0
2022-01-05,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.127943,990955457.85,3429.0,878550805.0
2022-01-05,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.446695,103134985.2,2438.0,71290056.0
2022-01-05,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.837853,107362675.75,2361.0,58417433.0
2022-01-06,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.128353,959688628.32,3440.0,850521295.0
2022-01-06,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.092771,78185773.1,1773.0,25280170.0
2022-01-06,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.852716,111501145.9,2379.0,60182529.0
2022-01-06,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.452999,106560568.1,2467.0,73338349.0
2022-01-07,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.854185,111416723.07,2384.0,60089335.0
2022-01-07,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.128759,965124793.96,3440.0,855031743.0
2022-01-07,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.123204,79055066.61,1783.0,25312166.0
2022-01-07,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.456928,108789881.12,2483.0,74670740.0
2022-01-10,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.145646,79417903.84,1796.0,25246932.0
2022-01-10,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.130001,958419275.97,3412.0,848158150.0
2022-01-10,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.455789,107811122.94,2521.0,74056840.0
2022-01-10,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.876083,107791272.65,2388.0,57455495.0
2022-01-10,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.145646,79417903.84,1796.0,25246932.0
2022-01-10,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.455789,107811122.94,2521.0,74056840.0
2022-01-10,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.130001,958419275.97,3412.0,848158150.0
2022-01-10,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.876083,107791272.65,2388.0,57455495.0
2022-01-11,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.469406,108594097.03,2533.0,73903383.0
2022-01-11,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.130413,929417433.72,3399.0,822192482.0
2022-01-11,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.900508,115552438.94,2425.0,60800818.0
2022-01-11,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.143338,80104751.29,1804.0,25483976.0
2022-01-12,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.901678,117034671.04,2449.0,61542832.0
2022-01-12,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.478342,105315663.28,2572.0,71239053.0
2022-01-12,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.169375,81358907.22,1814.0,25670328.0
2022-01-12,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.130825,919824945.07,3365.0,813410226.0
2022-01-13,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.180457,82656573.42,1819.0,25988902.0
2022-01-13,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.916024,117132901.11,2439.0,61133329.0
2022-01-13,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.489127,107743102.09,2601.0,72353214.0
2022-01-13,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.131234,904692968.83,3349.0,799740181.0
2022-01-14,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.929531,117689595.53,2437.0,60993901.0
2022-01-14,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.146047,82645364.04,1823.0,26269586.0
2022-01-14,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.479479,108610885.01,2633.0,73411571.0
2022-01-14,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.131625,881309505.18,3335.0,778800021.0
2022-01-17,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.140135,82972317.68,1828.0,26423167.0
2022-01-17,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.1328,881989925.28,3316.0,778592695.0
2022-01-17,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.472671,112349656.52,2658.0,76289724.0
2022-01-17,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.943048,122181025.87,2446.0,62881130.0
2022-01-18,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.11589,78848871.27,1828.0,25305410.0
2022-01-18,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.954535,123601613.97,2475.0,63238363.0
2022-01-18,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.133194,882817321.47,3303.0,779052381.0
2022-01-18,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.458971,111947770.58,2666.0,76730611.0
2022-01-19,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.104314,78943330.84,1828.0,25430202.0
2022-01-19,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.465326,110253637.68,2658.0,75241722.0
2022-01-19,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.13359,882536721.94,3298.0,778532857.0
2022-01-19,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.942563,124944162.47,2490.0,64319217.0
2022-01-20,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.133978,920036211.57,3259.0,811335205.0
2022-01-20,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.118856,79111558.23,1821.0,25365572.0
2022-01-20,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.476818,110042750.43,2663.0,74513402.0
2022-01-20,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.929803,156770111.8,2481.0,81236320.0
2022-01-21,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.482768,109943285.91,2671.0,74147333.0
2022-01-21,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.92707,155352038.97,2469.0,80615663.0
2022-01-21,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.134367,948838242.46,3237.0,836447257.0
2022-01-21,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.109751,76825472.56,1819.0,24704700.0
2022-01-24,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.13041,75291692.34,1813.0,24051707.0
2022-01-24,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.135563,859799282.96,3223.0,757156996.0
2022-01-24,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.925662,154896525.69,2464.0,80438081.0
2022-01-24,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.4883,108494221.67,2668.0,72898065.0
2022-01-25,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.127639,75275564.22,1816.0,24067855.0
2022-01-25,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.89091,144312362.09,2469.0,76319011.0
2022-01-25,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.135953,818342295.14,3205.0,720401661.0
2022-01-25,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.488305,108626911.08,2666.0,72986998.0
2022-01-26,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.153414,76174678.19,1816.0,24156259.0
2022-01-26,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.860647,136996062.57,2464.0,73628204.0
2022-01-26,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.496666,106857720.64,2684.0,71397163.0
2022-01-26,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.136349,796071683.17,3199.0,700552041.0
2022-01-27,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.489299,106598199.07,2708.0,71576097.0
2022-01-27,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.136744,828044997.96,3204.0,728435980.0
2022-01-27,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.870059,136104527.16,2447.0,72780865.0
2022-01-27,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.157587,76514513.27,1822.0,24231956.0
2022-01-28,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.137134,795739455.17,3176.0,699776213.0
2022-01-28,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.9011,138232730.12,2449.0,72711967.0
2022-01-28,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.129571,75801333.17,1814.0,24221000.0
2022-01-28,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.471731,107439591.41,2713.0,73002204.0
2022-01-31,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.115707,74454240.92,1823.0,23896421.0
2022-01-31,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.46586,104798260.86,2716.0,71492686.0
2022-01-31,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.897643,137966109.74,2457.0,72703939.0
2022-01-31,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.138332,785819749.53,3120.0,690325581.0
2022-02-01,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.906598,138481230.41,2476.0,72632641.0
2022-02-01,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.056657,73271665.72,1819.0,23971180.0
2022-02-01,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.427529,99210614.98,2694.0,69498132.0
2022-02-01,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.13873,766641925.98,3117.0,673242984.0
2022-02-02,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.428607,96756628.43,2698.0,67727940.0
2022-02-02,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.928235,139455854.09,2494.0,72323065.0
2022-02-02,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.139129,752721813.05,3110.0,660786926.0
2022-02-02,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.055916,72222325.58,1816.0,23633610.0
2022-02-03,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.139525,742406345.53,3093.0,651505038.0
2022-02-03,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.083646,72938077.0,1828.0,23653197.0
2022-02-03,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.438836,96387057.74,2707.0,66989610.0
2022-02-03,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.903246,137990524.33,2496.0,72502712.0
2022-02-04,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.119671,74198749.22,1828.0,23784160.0
2022-02-04,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.451126,97454772.94,2729.0,67158018.0
2022-02-04,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.871729,137908473.52,2497.0,73679728.0
2022-02-04,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.139918,739865220.27,3083.0,649051278.0
2022-02-07,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.141117,745797430.24,3053.0,653567846.0
2022-02-07,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.106069,73919680.09,1837.0,23798467.0
2022-02-07,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.862125,147829292.48,2499.0,79387420.0
2022-02-07,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.443844,98330862.73,2759.0,68103546.0
2022-02-08,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.141516,728749220.45,3032.0,638404897.0
2022-02-08,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.457992,100964983.59,2759.0,69249362.0
2022-02-08,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.112456,73946200.45,1830.0,23758155.0
2022-02-08,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.900834,161331767.98,2499.0,84874220.0
2022-02-09,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.466136,102867582.97,2777.0,70162381.0
2022-02-09,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.141914,707800204.3,3021.0,619836726.0
2022-02-09,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.466136,102867582.97,2777.0,70162381.0
2022-02-09,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.141914,707800204.3,3021.0,619836726.0
2022-02-09,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.140609,74446021.79,1834.0,23704329.0
2022-02-09,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.900343,160470329.03,2495.0,84442814.0
2022-02-09,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.900343,160470329.03,2495.0,84442814.0
2022-02-09,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.140609,74446021.79,1834.0,23704329.0
2022-02-10,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.469496,103983658.86,2798.0,70761463.0
2022-02-10,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.142307,698228802.78,2986.0,611244312.0
2022-02-10,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.154848,73946931.7,1841.0,23439146.0
2022-02-10,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.91919,161192776.15,2483.0,83990000.0
2022-02-11,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.158078,74033727.3,1839.0,23442651.0
2022-02-11,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.910574,158072803.9,2474.0,82735787.0
2022-02-11,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.479486,105756600.42,2814.0,71481983.0
2022-02-11,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.142702,694256535.08,2958.0,607557102.0
2022-02-14,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.465119,104594965.8,2811.0,71390105.0
2022-02-14,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.12686,70965998.57,1831.0,22695609.0
2022-02-14,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.143905,686624762.5,2944.0,600246245.0
2022-02-14,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.918202,156629601.76,2469.0,81654377.0
2022-02-15,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.495605,103920474.9,2820.0,69483912.0
2022-02-15,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.172705,71758954.71,1834.0,22617593.0
2022-02-15,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.87573,152500142.33,2467.0,81301770.0
2022-02-15,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.144262,685833520.97,2909.0,599367556.0
2022-02-16,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.215617,73499531.39,1824.0,22857056.0
2022-02-16,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.14466,677262912.1,2892.0,591671481.0
2022-02-16,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.898961,153040264.67,2461.0,80591580.0
2022-02-16,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.506882,104848983.66,2817.0,69580090.0
2022-02-17,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.145058,682343826.75,2890.0,595903157.0
2022-02-17,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.501632,103290605.32,2827.0,68785567.0
2022-02-17,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.906343,153636290.83,2458.0,80592165.0
2022-02-17,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.211278,72838667.37,1828.0,22682143.0
2022-02-18,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.880535,152252546.2,2456.0,80962352.0
2022-02-18,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.51912,105744249.2,2842.0,69608892.0
2022-02-18,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.145461,694666786.27,2886.0,606451833.0
2022-02-18,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.25499,74488837.41,1837.0,22884507.0
2022-02-21,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.894027,152213190.54,2449.0,80364838.0
2022-02-21,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.531163,105852242.52,2854.0,69131929.0
2022-02-21,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.277401,74390677.06,1856.0,22698068.0
2022-02-21,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.146739,701599307.87,2854.0,611821319.0
2022-02-22,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.271611,73880133.27,1873.0,22582190.0
2022-02-22,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.893631,150792979.55,2449.0,79631668.0
2022-02-22,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.147169,684851182.21,2823.0,596992623.0
2022-02-22,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.531205,106947823.13,2871.0,69845549.0
2022-02-23,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.865012,147571985.53,2440.0,79126564.0
2022-02-23,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.309927,75369251.54,1883.0,22770667.0
2022-02-23,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.147606,674231564.59,2804.0,587511212.0
2022-02-23,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.553715,110130011.67,2906.0,70881723.0
2022-02-24,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.148058,682469788.84,2726.0,594455763.0
2022-02-24,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.865855,156669399.56,2430.0,83966558.0
2022-02-24,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.328622,77267656.65,1888.0,23213108.0
2022-02-24,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.556574,113810849.58,2938.0,73116268.0
