date,code,title,price,market_cap,number_of_investors,number_of_shares
2023-10-24,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.220807,1455326171.7,12615.0,177029609.0
2023-10-25,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.608575,5192621042.47,10480.0,3228087858.0
2023-10-25,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.621932,2182747699.75,37011.0,472258742.0
2023-10-25,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.435902,1468880506.25,12609.0,174122517.0
2023-10-25,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.366957,7885631309.11,10568.0,1070405438.0
2023-10-25,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.075808,580511375.83,7139.0,188734613.0
2023-10-26,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.083415,535549663.54,7171.0,173687187.0
2023-10-26,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.260376,2018362457.55,36978.0,473752147.0
2023-10-26,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),7.897158,1411696915.33,12684.0,178760129.0
2023-10-26,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.609919,5132589683.55,10493.0,3188103318.0
2023-10-26,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.513207,8012665949.63,10614.0,1066477523.0
2023-10-27,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.39167,2073701095.64,36874.0,472189630.0
2023-10-27,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.611264,5166438061.83,10576.0,3206450613.0
2023-10-27,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.061824,530458682.4,7182.0,173249244.0
2023-10-27,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.151854,1459050407.97,12689.0,178983871.0
2023-10-27,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.350896,7864337948.97,10715.0,1069847537.0
2023-10-30,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.371468,7971002217.14,10788.0,1081331702.0
2023-10-30,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.043188,535672279.55,7183.0,176023412.0
2023-10-30,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.172027,1466457914.48,12684.0,179448485.0
2023-10-30,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.415254,2085669050.31,36745.0,472378027.0
2023-10-30,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.615317,5424967037.47,10627.0,3358453796.0
2023-10-31,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.386119,8012872511.69,10834.0,1084855610.0
2023-10-31,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.472851,2108506476.3,36705.0,471401011.0
2023-10-31,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.222368,1470851835.11,12722.0,178884216.0
2023-10-31,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.616664,5549180226.38,10707.0,3432489166.0
2023-10-31,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.071419,555947929.91,7173.0,181006856.0
2023-11-01,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.055699,1438129263.27,12739.0,178523222.0
2023-11-01,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.397648,2069315757.62,36600.0,470550557.0
2023-11-01,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.105568,562674021.78,7182.0,181182312.0
2023-11-01,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.618016,5281650113.48,10798.0,3264276238.0
2023-11-01,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.618016,5281650113.48,10798.0,3264276238.0
2023-11-01,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.470821,8109278408.1,10883.0,1085460082.0
2023-11-01,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.055699,1438129263.27,12739.0,178523222.0
2023-11-01,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.397648,2069315757.62,36600.0,470550557.0
2023-11-01,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.470821,8109278408.1,10883.0,1085460082.0
2023-11-01,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.105568,562674021.78,7182.0,181182312.0
2023-11-02,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.37707,2059003425.13,36502.0,470406763.0
2023-11-02,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.039343,1437109435.62,12748.0,178759554.0
2023-11-02,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.619376,5432971815.18,10867.0,3354978684.0
2023-11-02,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.072738,529637358.18,7189.0,172366566.0
2023-11-02,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.380631,7994957730.14,10963.0,1083234992.0
2023-11-03,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.480747,2097657872.49,36357.0,468149116.0
2023-11-06,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.490576,2101171614.64,36286.0,467906966.0
2023-11-06,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.430527,8053103425.7,11095.0,1083786379.0
2023-11-06,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.624838,5405845328.49,10968.0,3327005244.0
2023-11-06,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.086536,491825681.89,7183.0,159345516.0
2023-11-06,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.16075,1461714504.26,12732.0,179115221.0
2023-11-07,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.361486,1496946252.24,12851.0,179028733.0
2023-11-07,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.438248,8095151409.44,11156.0,1088314233.0
2023-11-07,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.626228,5475015801.35,11046.0,3366696733.0
2023-11-07,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.080644,490186056.26,7183.0,159118039.0
2023-11-07,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.563366,2131295837.52,36310.0,467044658.0
2023-11-08,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.400252,1502755136.77,12907.0,178894051.0
2023-11-08,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.57181,2119880758.76,36198.0,463685215.0
2023-11-08,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.627615,5517894709.28,11059.0,3390171538.0
2023-11-08,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.031983,480331090.53,7178.0,158421436.0
2023-11-08,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.35792,8010090980.24,11200.0,1088635259.0
2023-11-09,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.034431,466213823.7,7162.0,153641276.0
2023-11-09,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.488116,1520352477.25,12921.0,179115424.0
2023-11-09,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.387974,8020239243.26,11251.0,1085580312.0
2023-11-09,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.629004,5467598242.45,11089.0,3356404905.0
2023-11-09,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.60374,2107942570.2,36115.0,457876097.0
2023-11-10,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.315626,7960154872.09,11280.0,1088102969.0
2023-11-10,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.596943,2095367371.9,36039.0,455817556.0
2023-11-10,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.496391,1522185665.85,12977.0,179156725.0
2023-11-10,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.03858,467573047.4,7155.0,153878818.0
2023-11-10,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.630396,5377488418.99,11102.0,3298270918.0
2023-11-13,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.634539,5496157755.66,11171.0,3362512193.0
2023-11-13,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.558292,2072646487.05,35937.0,454698075.0
2023-11-13,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.372043,8000840998.07,11326.0,1085294995.0
2023-11-13,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.444753,1516179830.61,12983.0,179541059.0
2023-11-13,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.039438,460263459.16,7146.0,151430444.0
2023-11-14,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.44384,2012347114.08,35719.0,452839709.0
2023-11-14,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.635951,5655482978.27,11187.0,3457000705.0
2023-11-14,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.326707,7974662557.48,11383.0,1088437457.0
2023-11-14,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.216187,1483284606.43,13017.0,180532000.0
2023-11-14,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.005726,456070949.15,7117.0,151734018.0
2023-11-15,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.430395,1980547507.17,35363.0,447036310.0
2023-11-15,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.253875,1490912425.6,12968.0,180631818.0
2023-11-15,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.028,457683973.26,7087.0,151150563.0
2023-11-15,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.340575,8019952988.26,11414.0,1092550991.0
2023-11-15,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.637335,6057272718.81,11173.0,3699470724.0
2023-11-16,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.283712,1482285072.88,12953.0,178939708.0
2023-11-16,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.440336,1962732052.54,35181.0,442023313.0
2023-11-16,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.462863,8154447492.64,11489.0,1092670120.0
2023-11-16,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.638775,5710405449.19,11310.0,3484556522.0
2023-11-16,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.112656,465728999.56,7092.0,149624291.0
2023-11-17,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.640216,5871873550.83,11396.0,3579938262.0
2023-11-17,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.422128,1507573028.35,12964.0,179001449.0
2023-11-17,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.530851,1979679831.0,35011.0,436933363.0
2023-11-17,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.437744,8169601137.91,11554.0,1098397755.0
2023-11-17,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.120339,463931227.17,7106.0,148679754.0
2023-11-20,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.518188,8257711312.42,11580.0,1098364628.0
2023-11-20,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.555467,1988405343.3,34855.0,436487731.0
2023-11-20,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.163464,454180461.78,7128.0,143570593.0
2023-11-20,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.542552,1527754988.58,12984.0,178840579.0
2023-11-20,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.644541,5647452103.37,11422.0,3434059149.0
2023-11-21,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.646011,5508882646.93,11519.0,3346808093.0
2023-11-21,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.488309,8219518891.49,11632.0,1097646928.0
2023-11-21,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.611281,2008033580.26,34775.0,435461075.0
2023-11-21,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.133282,449867339.1,7151.0,143577022.0
2023-11-21,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.599223,1523072394.99,13081.0,177117451.0
2023-11-22,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.571667,8314394973.43,11678.0,1098093106.0
2023-11-22,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.745032,1548971620.97,13099.0,177125888.0
2023-11-22,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.159143,454020957.54,7176.0,143716510.0
2023-11-22,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.647484,5609516059.76,11562.0,3404898364.0
2023-11-22,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.721627,2046909179.78,34652.0,433517802.0
2023-11-23,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.641709,1532187527.46,13148.0,177301450.0
2023-11-23,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.618311,8359167762.24,11715.0,1097246896.0
2023-11-23,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.177302,451835656.79,7172.0,142207331.0
2023-11-23,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.648959,5715144861.75,11609.0,3465911740.0
2023-11-23,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.670981,1987649839.17,34568.0,425531536.0
2023-11-24,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.589928,1939828535.87,34501.0,422627241.0
2023-11-24,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.529518,1484548355.83,13160.0,174048338.0
2023-11-24,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.650435,6042746371.87,11723.0,3661305496.0
2023-11-24,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.149982,438877530.5,7167.0,139327005.0
2023-11-24,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.528894,8267727080.92,11773.0,1098132972.0
2023-11-27,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.636422,1949482307.63,34428.0,420471266.0
2023-11-27,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.610568,8384199912.87,11835.0,1101652296.0
2023-11-27,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.172059,441502325.42,7167.0,139184796.0
2023-11-27,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.58925,1449201326.16,13180.0,168722687.0
2023-11-27,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.654881,5800352070.9,11722.0,3504995503.0
2023-11-28,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.649768,8498156789.33,11880.0,1110903884.0
2023-11-28,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.243463,444797683.79,7171.0,137136680.0
2023-11-28,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.625501,1449576703.79,13218.0,168057097.0
2023-11-28,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.70185,1976387226.9,34378.0,420342452.0
2023-11-28,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.656314,6123504602.55,11776.0,3697068448.0
2023-11-29,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.653585,8547739900.44,11905.0,1116828260.0
2023-11-29,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.657799,5993618512.86,11803.0,3615406580.0
2023-11-29,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.25602,440707876.17,7152.0,135351711.0
2023-11-29,CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,0.997679,23973783.5,985.0,24029549.0
2023-11-29,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.691919,1960611254.99,34162.0,417869827.0
2023-11-29,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.600648,1444798859.88,13234.0,167987205.0
2023-11-30,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.466929,1431764061.26,13187.0,169100755.0
2023-11-30,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.300241,449422008.18,7168.0,136178526.0
2023-11-30,CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,0.996986,26589590.29,1165.0,26669975.0
2023-11-30,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.659394,6000658862.43,11776.0,3616175324.0
2023-11-30,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.645007,1939833003.17,33947.0,417616811.0
2023-11-30,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.917876,8860837809.98,11933.0,1119092791.0
2023-12-01,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.703213,8603915302.79,12017.0,1116925537.0
2023-12-01,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.660948,5758437866.89,11883.0,3466958956.0
2023-12-01,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.272593,453119534.05,7187.0,138458851.0
2023-12-01,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.382948,1384473600.96,13137.0,165153538.0
2023-12-01,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.587325,1902498966.74,33726.0,414729469.0
2023-12-01,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.272593,453119534.05,7187.0,138458851.0
2023-12-01,CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,1.006015,33774066.76,1325.0,33572126.0
2023-12-01,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.382948,1384473600.96,13137.0,165153538.0
2023-12-01,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.587325,1902498966.74,33726.0,414729469.0
2023-12-01,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.660948,5758437866.89,11883.0,3466958956.0
2023-12-01,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.703213,8603915302.79,12017.0,1116925537.0
2023-12-01,CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,1.006015,33774066.76,1325.0,33572126.0
2023-12-04,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.841313,8766986006.91,12109.0,1118050775.0
2023-12-04,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.595176,1902379171.43,33573.0,413994857.0
2023-12-04,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.308213,457726973.5,7202.0,138360802.0
2023-12-04,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.41592,1389821163.66,13129.0,165141918.0
2023-12-04,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.66571,5703906787.66,11895.0,3424310264.0
2023-12-04,CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,0.999558,40975288.67,1404.0,40993404.0
2023-12-05,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.499509,1403359426.35,13137.0,165110640.0
2023-12-05,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.319575,457348146.58,7282.0,137773099.0
2023-12-05,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.667299,5725656649.2,11986.0,3434091212.0
2023-12-05,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.892204,8834582302.89,12228.0,1119406291.0
2023-12-05,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.62314,1910256932.98,33465.0,413194740.0
2023-12-05,CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,1.007927,45281474.35,1480.0,44925373.0
2023-12-06,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.668904,5798540538.37,12112.0,3474459183.0
2023-12-06,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.736636,8670953454.73,12335.0,1120765401.0
2023-12-06,CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,1.004265,48562214.32,1589.0,48355979.0
2023-12-06,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.630895,1890509496.21,33137.0,408238513.0
2023-12-06,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.454395,1412495961.61,13085.0,167072384.0
2023-12-06,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.253866,452135814.64,7346.0,138953431.0
2023-12-07,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.48347,1818656009.48,32940.0,405635796.0
2023-12-07,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,7.737942,8656263573.75,12414.0,1118677795.0
2023-12-07,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,3.239834,455149274.73,7404.0,140485348.0
